x;y
3992.448543831493;85.14062414234262
3981.93349731761;85.06272246312864
3971.4184508037274;85.2185258215566
3963.532165918315;84.9069191047007
3963.532165918315;84.2837056709889
3960.9034042898443;83.73839391649108
3958.2746426613735;83.03727880356531
3958.2746426613735;82.56986872828148
3953.0171194044324;82.10245865299763
3950.3883577759616;81.32344186085788
3939.8733112620785;82.4919670490675
3942.5020728905492;81.79085193614173
3942.5020728905492;81.32344186085788
3934.615788005137;83.73839391649108
3937.2445496336077;83.03727880356531
3929.358264748196;85.06272246312864
3931.9870263766666;84.2837056709889
3924.100741491254;85.99754261369634
3918.8432182343126;86.93236276426403
3908.32817172043;87.55557619797582
3897.813125206547;87.86718291483172
3887.2980786926637;87.63347787718979
3876.783032178781;87.39977283954786
3866.267985664898;87.55557619797582
3855.752939151015;87.55557619797582
3845.237892637132;87.78928123561774
3834.7228461232494;87.63347787718979
3824.2077996093662;87.63347787718979
3813.6927530954836;88.17878963168761
3803.1777065816004;88.41249466932953
3792.6626600677178;88.17878963168761
3782.1476135538346;88.25669131090159
3771.632567039952;88.41249466932953
3761.117520526069;88.25669131090159
3750.6024740121857;88.56829802775748
3740.087427498303;88.8020030653994
3729.5723809844203;88.8020030653994
3719.057334470537;88.72410138618542
3708.542287956654;88.41249466932953
3698.0272414427714;88.33459299011557
3687.512194928888;88.25669131090159
3679.6259100434763;88.02298627325966
3676.9971484150055;87.47767451876184
3666.4821019011224;86.93236276426403
3655.9670553872397;85.99754261369634
3650.709532130298;85.29642750077056
3645.4520088733566;84.67321406705878
3640.194485616415;83.81629559570506
3634.936962359474;83.1151804827793
3624.421915845591;82.88147544513737
3613.906869331708;83.19308216199326
3603.391822817825;83.73839391649108
3598.1342995608834;84.43950902941685
3587.6192530470007;84.67321406705878
3579.7329681615884;84.2837056709889
3577.1042065331176;83.73839391649108
3571.846683276176;83.1151804827793
3569.2179216477057;82.41406536985352
3566.589160019235;81.63504857771377
3563.960398390764;80.85603178557403
3561.3316367622933;80.07701499343429
3558.7028751338225;79.29799820129455
3558.7028751338225;78.67478476758276
3558.7028751338225;78.20737469229891
3553.445351876881;77.73996461701508
3553.445351876881;77.11675118330328
3553.445351876881;76.49353774959148
3553.445351876881;75.87032431587969
3553.445351876881;75.2471108821679
3553.445351876881;74.77970080688405
3548.18782861994;74.3122907316002
3548.18782861994;73.68907729788842
3548.18782861994;73.06586386417662
3548.18782861994;72.44265043046482
3548.18782861994;71.81943699675304
3548.18782861994;71.19622356304124
3548.18782861994;70.57301012932945
3548.18782861994;69.94979669561766
3548.18782861994;69.32658326190585
3542.9303053629983;68.70336982819407
3542.9303053629983;68.08015639448227
3542.9303053629983;67.45694296077048
3542.9303053629983;66.8337295270587
3542.9303053629983;66.2105160933469
3542.9303053629983;65.5873026596351
3542.9303053629983;64.96408922592332
3542.9303053629983;64.3408757922115
3542.9303053629983;63.71766235849972
3542.9303053629983;63.094448924787926
3542.9303053629983;62.471235491076136
3542.9303053629983;61.84802205736434
3542.9303053629983;61.22480862365255
3537.6727821060567;60.60159518994075
3537.6727821060567;59.97838175622896
3537.6727821060567;59.355168322517166
3537.6727821060567;58.731954888805376
3537.6727821060567;58.10874145509358
3537.6727821060567;57.48552802138179
3537.6727821060567;56.86231458766999
3537.6727821060567;56.2391011539582
3537.6727821060567;55.615887720246405
3537.6727821060567;54.992674286534616
3537.6727821060567;54.36946085282282
3537.6727821060567;53.74624741911103
3537.6727821060567;53.12303398539923
3537.6727821060567;52.49982055168744
3537.6727821060567;51.876607117975645
3537.6727821060567;51.253393684263855
3537.6727821060567;50.63018025055206
3537.6727821060567;50.00696681684027
3537.6727821060567;49.38375338312847
3537.6727821060567;48.76053994941668
3537.6727821060567;48.29312987413284
3532.415258849115;47.82571979884899
3532.415258849115;47.2025063651372
3532.415258849115;46.5792929314254
3532.415258849115;45.95607949771361
3532.415258849115;45.33286606400182
3532.415258849115;44.70965263029002
